variable,mean,std,percentile_5,percentile_95,var_95,cvar_95,coefficient_of_variation,model
gdp_growth,6.499383192386116,0.32945402278214275,5.955899566740886,7.0383264264051055,5.955899566740886,5.815414295190354,0.050690044428845324,abm
inflation,5.49904772745136,0.28055119385493826,5.038815453356626,5.958657586835081,5.038815453356626,4.9221795592337,0.05101814127824731,abm
unemployment,4.1995038649725505,0.2177546345712457,3.84052205318646,4.557816018284725,3.84052205318646,3.749258929990217,0.05185246676101559,abm
current_account,-1.5010552642552561,0.09290762191549917,-1.6503110379654187,-1.3541384536298409,-1.6503110379654187,-1.7049247618815722,0.06189487098037992,abm
government_debt,35.01216048882902,1.7605888221552597,32.13104526686721,37.93230191885257,32.13104526686721,31.414010029405596,0.050285066604701334,abm
trade_balance,-8.002921420005322,0.405449962139747,-8.677960460014022,-7.333166114668587,-8.677960460014022,-8.844491364730322,0.050662744373101365,abm
real_exchange_rate,100.0080191414392,4.9942297942770795,91.84052742933382,108.20800228853702,91.84052742933382,89.66091341899549,0.049938293320397106,abm
investment_rate,25.003943583970667,1.2447048212592755,22.961647705963326,27.066270761412593,22.961647705963326,22.44953727177293,0.04978034033228347,abm
consumption_growth,5.8016520514520264,0.29609616459790006,5.314144552340536,6.289357331381558,5.314144552340536,5.189036531291617,0.05103652579850832,abm
productivity_growth,2.5007281689983136,0.13634886280946937,2.278549359785615,2.723161466775894,2.278549359785615,2.2145356640336433,0.05452366414702522,abm
gdp_growth,6.498710862609096,0.33043430822870556,5.957444394281125,7.0410627306846765,5.957444394281125,5.814865162980846,0.05084613167357366,behavioral
inflation,5.498193872751154,0.28026880714235536,5.035281828515681,5.957799684091472,5.035281828515681,4.916402773130788,0.050974704353616423,behavioral
unemployment,4.199077762204863,0.21598377103808208,3.842587221213243,4.555121212064297,3.842587221213243,3.751225917456318,0.05143600172926371,behavioral
current_account,-1.5001887491677337,0.09302859729936852,-1.6500761922108802,-1.351868364639962,-1.6500761922108802,-1.7033557128385426,0.06201126181687364,behavioral
government_debt,35.0111608345483,1.7401977259205104,32.14019131794133,37.87155416763663,32.14019131794133,31.42984196833853,0.049704085338504934,behavioral
trade_balance,-8.004938417130893,0.40679501878534174,-8.675399581775292,-7.340187738107392,-8.675399581775292,-8.839955581352243,0.05081800728345191,behavioral
real_exchange_rate,100.00277648763138,4.992317187782491,91.81215747501506,108.11519610005095,91.81215747501506,89.68740808775986,0.04992178580561665,behavioral
investment_rate,24.990594028056133,1.2456036959130206,22.92884206543733,27.03766902402257,22.92884206543733,22.40994534668109,0.04984290067353427,behavioral
consumption_growth,5.802599652004902,0.2949655682912603,5.315765101157532,6.284881741575975,5.315765101157532,5.191409482768414,0.05083334815100408,behavioral
productivity_growth,2.4994742104479037,0.13627374594520159,2.275630866229584,2.7210994993532296,2.275630866229584,2.212985412623305,0.05452096499958743,behavioral
gdp_growth,6.499944535996438,0.32789201278072627,5.958333470382957,7.040011759969987,5.958333470382957,5.823616177367483,0.05044535548955428,cge
inflation,5.501235274571109,0.28160585117059445,5.037353454761673,5.964855597134186,5.037353454761673,4.920816006718557,0.051189566909142815,cge
unemployment,4.197720407793849,0.2162247583760665,3.8414016978044496,4.554556454015121,3.8414016978044496,3.7500835796474457,0.05151004292105901,cge
current_account,-1.499858639469822,0.09266288781122783,-1.6478076231751617,-1.3520584080913478,-1.6478076231751617,-1.702346321395612,0.0617810808117109,cge
government_debt,35.0024714699664,1.7422791045283235,32.14124825891399,37.8560835880235,32.14124825891399,31.423584984376888,0.049775888140449524,cge
trade_balance,-7.998753361581795,0.4054622059766818,-8.669393770179335,-7.332061659438231,-8.669393770179335,-8.840361080496994,0.05069067486492664,cge
real_exchange_rate,99.97085764153344,4.995800244655817,91.78940535975129,108.17472354200363,91.78940535975129,89.68538810772041,0.04997256563076923,cge
investment_rate,25.000351706701647,1.2437249633077703,22.964662475930588,27.0535018022952,22.964662475930588,22.450125821058325,0.04974829865990944,cge
consumption_growth,5.799950405711821,0.2940974757160634,5.320231681856211,6.284361410539632,5.320231681856211,5.196075718323523,0.050706894911796946,cge
productivity_growth,2.499610932303731,0.13706695619626535,2.274815950436173,2.7245244845345953,2.274815950436173,2.21181037071525,0.05483531633858695,cge
